UID,prompt_number,prompt_id,clause_num,num_clauses,num_words,respScore,PassAct,clauses_text_final,prompt,response,voice,ClauseCutOK?,AP_OK?,AP_rule,Comments
01823.036.04,,,4,,,6.0,,but is there playing and a different way of knowing,,,P_bevb_x,,,,
01823.036.05,,,5,,,6.0,,arises,,,A_def,,,,
01889.021.00,21,21,0,5,21,6.0,p,"['children anyone so distressed by violence war no answer', 'searching for', 'how to respond so sad for abuse of animals', 'everything is perfect', 'is not two']",I just can't stand people who,"..searching for how to respond...so sad for abuse of animals, children, anyone...so distressed by violence, war..everything is perfect...is not two..no answer","['Undefined', 'A_def', 'A_def', 'P_bevb_x', 'P_bevb_x']",,,,
01889.021.01,,,1,,,6.0,,children anyone so distressed by violence war no answer,,,Undefined,,,,
01889.021.02,,,2,,,6.0,,searching for,,,A_def,,,,
01889.021.03,,,3,,,6.0,,how to respond so sad for abuse of animals,,,A_def,,,,
01889.021.04,,,4,,,6.0,,everything is perfect,,,P_bevb_x,,,,
01889.021.05,,,5,,,6.0,,is not two,,,P_bevb_x,,,,
03151.017.00,17,17,0,5,33,6.0,p,"['I was reminded of my school years', 'moved through the vastness of and', 'the I we space', 'collapsed into eternal presence', 'Loneliness and rejection like a light Ultimately there is no avoidance in unity']",When they avoided me,I was reminded of my school years. Loneliness and rejection like a light moved through the vastness of the I-we space and collapsed into eternal presence. Ultimately there is no avoidance in unity.,"['A_pron_x', 'A_def', 'A_def', 'A_def', 'P_bevb_x']",,,,
03151.017.01,,,1,,,6.0,,I was reminded of my school years,,,A_pron_x,,,,
03151.017.02,,,2,,,6.0,,moved through the vastness of and,,,A_def,,,,
03151.017.03,,,3,,,6.0,,the I we space,,,A_def,,,,
03151.017.04,,,4,,,6.0,,collapsed into eternal presence,,,A_def,,,,
03151.017.05,,,5,,,6.0,,Loneliness and rejection like a light Ultimately there is no avoidance in unity,,,P_bevb_x,,,,
03151.001.00,1,1,0,5,32,6.0,p,"['is love swimming in all of creation a living documentary of evolution', 'cascading through consciousness seemingly an isolated group', 'expressing that', 'from which it came', 'which is at One with the kosmos']",Raising a family,"is love swimming in all of creation, a living documentary of evolution cascading through consciousness, seemingly an isolated group expressing that from which it came which is at One with the kosmos.","['P_bevb_x', 'A_def', 'A_def', 'A_def', 'P_bevb_x']",,,,
03151.001.01,,,1,,,6.0,,is love swimming in all of creation a living documentary of evolution,,,P_bevb_x,,,,
03151.001.02,,,2,,,6.0,,cascading through consciousness seemingly an isolated group,,,A_def,,,,
03151.001.03,,,3,,,6.0,,expressing that,,,A_def,,,,
03151.001.04,,,4,,,6.0,,from which it came,,,A_def,,,,
03151.001.05,,,5,,,6.0,,which is at One with the kosmos,,,P_bevb_x,,,,
02182.031.00,31,31,0,2,17,6.0,p,"['was a thread of eternity through the instant of fullness', 'that is the last 14 billion years']",My father,was a thread of eternity through the instant of fullness that is the last 14 billion years. ,"['P_bevb_x', 'P_bevb_x']",,,,
02182.031.01,,,1,,,6.0,,was a thread of eternity through the instant of fullness,,,P_bevb_x,,,,
02182.031.02,,,2,,,6.0,,that is the last 14 billion years,,,P_bevb_x,,,,
01959.009.00,9,9,0,1,24,6.0,p,['if it s isn t whole and reflective of creation from the infinite possibilities of the universes to the subatomic atom in my finger'],Education,"isn't education if it's isn't whole, and reflective of creation from the infinite possibilities of the universes to the subatomic atom in my finger.",['A_pron_x'],,,,
01959.009.01,,,1,,,6.0,,if it s isn t whole and reflective of creation from the infinite possibilities of the universes to the subatomic atom in my finger,,,A_pron_x,,,,
03212.025.00,25,25,0,3,28,6.0,p,"['No problem at all', 'just that this Life is a Blink of an Eye in the Universe and', 'I can t quite let go of this little one yet']",My main problem is,"No problem at all, just that this Life is a Blink of an Eye in the Universe, and I can't quite let go of this little one yet.","['Undefined', 'P_bevb_x', 'P_bevb_x']",,,,
03212.025.01,,,1,,,6.0,,No problem at all,,,Undefined,,,,
03212.025.02,,,2,,,6.0,,just that this Life is a Blink of an Eye in the Universe and,,,P_bevb_x,,,,
03212.025.03,,,3,,,6.0,,I can t quite let go of this little one yet,,,P_bevb_x,,,,
02349.023.00,23,23,0,2,13,6.0,p,"['all of it and a piece of', 'protoplasm spinning on a dirt ball']",I am,all of it and a piece of protoplasm spinning on a dirt ball!  ,"['Undefined', 'A_def']",,,,
02349.023.01,,,1,,,6.0,,all of it and a piece of,,,Undefined,,,,
02349.023.02,,,2,,,6.0,,protoplasm spinning on a dirt ball,,,A_def,,,,
03287.011.00,11,39,0,2,8,6.0,p,"['employ useless concentration', 'while dancing with the universe']",What I like to do best is,employ useless concentration while dancing with the universe. ,"['A_def', 'A_def']",,,,
03287.011.01,,,1,,,6.0,,employ useless concentration,,,A_def,,,,
03287.011.02,,,2,,,6.0,,while dancing with the universe,,,A_def,,,,
01814.001.00,1,1,0,2,21,6.0,p,"['has helped', 'me grow into an awareness of devoted love of all manifestations of the devine etherial field concretely psyco socially ethereally']",Raising a family,"has helped me grow into an awareness of devoted love of all manifestations of the devine etherial field, concretely, psyco-socially, ethereally.","['P_bevb_x', 'A_def']",,,,
01814.001.01,,,1,,,6.0,,has helped,,,P_bevb_x,,,,
01814.001.02,,,2,,,6.0,,me grow into an awareness of devoted love of all manifestations of the devine etherial field concretely psyco socially ethereally,,,A_def,,,,
01889.001.00,1,1,0,2,16,6.0,p,"['involves embracing love and patience with the entire family', 'which is he whole spectrum of creation']",Raising a family,"involves embracing love and patience with the entire family, which is he whole spectrum of creation","['A_def', 'P_bevb_x']",,,,
01889.001.01,,,1,,,6.0,,involves embracing love and patience with the entire family,,,A_def,,,,
01889.001.02,,,2,,,6.0,,which is he whole spectrum of creation,,,P_bevb_x,,,,
01959.009.00,9,9,0,1,24,6.0,p,['if it s isn t whole and reflective of creation from the infinite possibilities of the universes to the subatomic atom in my finger'],Education,"isn't education if it's isn't whole, and reflective of creation from the infinite possibilities of the universes to the subatomic atom in my finger.",['A_pron_x'],,,,
01959.009.01,,,1,,,6.0,,if it s isn t whole and reflective of creation from the infinite possibilities of the universes to the subatomic atom in my finger,,,A_pron_x,,,,
01823.007.00,7,38,0,5,26,6.0,p,"['together knowing and', 'not knowing roles', 'arising and', 'falling away out of which', 'life itself creates anew carrying our dance like seeds in a breeze']",My co-workers and I,"arise together, knowing and not knowing, roles arising and falling away, out of which life itself creates anew, carrying our dance like seeds in a breeze.","['A_def', 'A_def', 'A_def', 'A_def', 'A_pron_x']",,,,
01823.007.01,,,1,,,6.0,,together knowing and,,,A_def,,,,
01823.007.02,,,2,,,6.0,,not knowing roles,,,A_def,,,,
01823.007.03,,,3,,,6.0,,arising and,,,A_def,,,,
01823.007.04,,,4,,,6.0,,falling away out of which,,,A_def,,,,
01823.007.05,,,5,,,6.0,,life itself creates anew carrying our dance like seeds in a breeze,,,A_pron_x,,,,
03151.018.00,18,42,0,4,30,6.0,p,"['are playfully necessary as a stepping stone for the consciousness of humanity and the consciousness anyway', 'creating it', 'until it reaches the fullness of unity', 'which is All of this']",Rules,"are playfully necessary as a stepping stone for the consciousness of humanity and the consciousness creating it, until it reaches the fullness of unity which is All of this anyway.","['P_bevb_x', 'A_def', 'A_def', 'P_bevb_x']",,,,
03151.018.01,,,1,,,6.0,,are playfully necessary as a stepping stone for the consciousness of humanity and the consciousness anyway,,,P_bevb_x,,,,
03151.018.02,,,2,,,6.0,,creating it,,,A_def,,,,
03151.018.03,,,3,,,6.0,,until it reaches the fullness of unity,,,A_def,,,,
03151.018.04,,,4,,,6.0,,which is All of this,,,P_bevb_x,,,,
01889.009.00,9,9,0,4,25,6.5,a,"['is invaluable', 'which is grounded in the wisdom of the mind', 'even if that mind is constructed', 'even if Mind is ultimately not grounded']",Education,"is invaluable, which is grounded in the wisdom of the mind, even if that mind is constructed even if Mind is ultimately not grounded -","['P_bevb_x', 'P_bevb_x', 'P_bevb_x', 'P_bevb_x']",,,,
01889.009.01,,,1,,,6.5,,is invaluable,,,P_bevb_x,,,,
01889.009.02,,,2,,,6.5,,which is grounded in the wisdom of the mind,,,P_bevb_x,,,,
01889.009.03,,,3,,,6.5,,even if that mind is constructed,,,P_bevb_x,,,,
01889.009.04,,,4,,,6.5,,even if Mind is ultimately not grounded,,,P_bevb_x,,,,
01889.029.00,29,29,0,3,26,6.5,a,"['and father find their full divine embrace within me', 'the evolution involution of the kosmos are one endless births and deaths', 'arise out of My Mind']",If my mother,and father find their full divine embrace within me the evolution-involution of the kosmos are one - endless births and deaths arise out of My Mind,"['A_pron_x', 'P_bevb_x', 'A_pron_x']",,,,
01889.029.01,,,1,,,6.5,,and father find their full divine embrace within me,,,A_pron_x,,,,
01889.029.02,,,2,,,6.5,,the evolution involution of the kosmos are one endless births and deaths,,,P_bevb_x,,,,
01889.029.03,,,3,,,6.5,,arise out of My Mind,,,A_pron_x,,,,
01889.002.00,2,2,0,2,10,6.5,a,"['noticing', 'that I see an awareness of a slight twinge']",When I am criticized,noticing that I see an awareness of a slight twinge,"['A_def', 'A_def']",,,,
01889.002.01,,,1,,,6.5,,noticing,,,A_def,,,,
01889.002.02,,,2,,,6.5,,that I see an awareness of a slight twinge,,,A_def,,,,
01889.018.00,18,42,0,1,24,6.5,a,['are first a gift then a nuisance then a perspective then a construction ultimately as much a product of Mind as anything else'],Rules,"are first a gift, then a nuisance, then a perspective, then a construction - ultimately as much a product of Mind as anything else.",['P_bevb_x'],,,,
01889.018.01,,,1,,,6.5,,are first a gift then a nuisance then a perspective then a construction ultimately as much a product of Mind as anything else,,,P_bevb_x,,,,
01889.032.00,32,32,0,4,23,6.5,a,"['don t want reflects the dynamics of an imaginary self a source of', 'that I am aware', 'that I can see', 'that I witness']",If I can't get what I want,"-don't want...reflects the dynamics of an imaginary self, a source of suffering that I am aware that I can see that I witness","['P_bevb_x', 'P_bevb_x', 'P_bevb_x', 'A_def']",,,,
01889.032.01,,,1,,,6.5,,don t want reflects the dynamics of an imaginary self a source of,,,P_bevb_x,,,,
01889.032.02,,,2,,,6.5,,that I am aware,,,P_bevb_x,,,,
01889.032.03,,,3,,,6.5,,that I can see,,,P_bevb_x,,,,
01889.032.04,,,4,,,6.5,,that I witness,,,A_def,,,,
01889.027.00,27,45,0,1,10,6.5,a,['have the gift of line no more of endless creation'],People who step out of line,have the gift of line no more of endless creation..,['P_bevb_x'],,,,
01889.027.01,,,1,,,6.5,,have the gift of line no more of endless creation,,,P_bevb_x,,,,
01889.026.00,26,26,0,5,23,6.5,a,"['I watch', 'it happen and', 'am in wonder in', 'popping into view the remnants of primitive parts', 'that are still hanging out']",When I get mad,I watch it happen and am in wonder in seeing popping into view the remnants of primitive parts that are still hanging out,"['A_def', 'A_def', 'P_bevb_x', 'A_def', 'P_bevb_x']",,,,
01889.026.01,,,1,,,6.5,,I watch,,,A_def,,,,
01889.026.02,,,2,,,6.5,,it happen and,,,A_def,,,,
01889.026.03,,,3,,,6.5,,am in wonder in,,,P_bevb_x,,,,
01889.026.04,,,4,,,6.5,,popping into view the remnants of primitive parts,,,A_def,,,,
01889.026.05,,,5,,,6.5,,that are still hanging out,,,P_bevb_x,,,,
02721.035.00,35,35,0,2,11,6.5,a,"['even for a moment', 'the human form consicousness separates from the One']",My conscience bothers me if,the human form-consicousness separates from the One even for a moment.,"['Undefined', 'A_def']",,,,
02721.035.01,,,1,,,6.5,,even for a moment,,,Undefined,,,,
02721.035.02,,,2,,,6.5,,the human form consicousness separates from the One,,,A_def,,,,
01889.029.00,29,29,0,3,26,6.5,a,"['and father find their full divine embrace within me', 'the evolution involution of the kosmos are one endless births and deaths', 'arise out of My Mind']",If my mother,and father find their full divine embrace within me the evolution-involution of the kosmos are one - endless births and deaths arise out of My Mind,"['A_pron_x', 'P_bevb_x', 'A_pron_x']",,,,
01889.029.01,,,1,,,6.5,,and father find their full divine embrace within me,,,A_pron_x,,,,
01889.029.02,,,2,,,6.5,,the evolution involution of the kosmos are one endless births and deaths,,,P_bevb_x,,,,
01889.029.03,,,3,,,6.5,,arise out of My Mind,,,A_pron_x,,,,
02721.035.00,35,35,0,2,11,6.5,a,"['even for a moment', 'the human form consicousness separates from the One']",My conscience bothers me if,the human form-consicousness separates from the One even for a moment.,"['Undefined', 'A_def']",,,,
02721.035.01,,,1,,,6.5,,even for a moment,,,Undefined,,,,
02721.035.02,,,2,,,6.5,,the human form consicousness separates from the One,,,A_def,,,,
02721.035.00,35,35,0,2,11,6.5,a,"['even for a moment', 'the human form consicousness separates from the One']",My conscience bothers me if,the human form-consicousness separates from the One even for a moment.,"['Undefined', 'A_def']",,,,
02721.035.01,,,1,,,6.5,,even for a moment,,,Undefined,,,,
02721.035.02,,,2,,,6.5,,the human form consicousness separates from the One,,,A_def,,,,
01889.026.00,26,26,0,5,23,6.5,a,"['I watch', 'it happen and', 'am in wonder in', 'popping into view the remnants of primitive parts', 'that are still hanging out']",When I get mad,I watch it happen and am in wonder in seeing popping into view the remnants of primitive parts that are still hanging out,"['A_def', 'A_def', 'P_bevb_x', 'A_def', 'P_bevb_x']",,,,
01889.026.01,,,1,,,6.5,,I watch,,,A_def,,,,
01889.026.02,,,2,,,6.5,,it happen and,,,A_def,,,,
01889.026.03,,,3,,,6.5,,am in wonder in,,,P_bevb_x,,,,
01889.026.04,,,4,,,6.5,,popping into view the remnants of primitive parts,,,A_def,,,,
01889.026.05,,,5,,,6.5,,that are still hanging out,,,P_bevb_x,,,,
01889.014.00,14,14,0,1,12,6.5,a,['is one more construction one more creation of Mind How very beautiful'],The past,"is one more construction, one more creation of Mind. How very beautiful",['P_bevb_x'],,,,
01889.014.01,,,1,,,6.5,,is one more construction one more creation of Mind How very beautiful,,,P_bevb_x,,,,
01889.023.00,23,23,0,2,25,6.5,a,"['grateful for the utter beauty of all and for the pure emptiness their complete interpenetration into empty fulnesss ahh', 'that arises moment to moment even the suffering']",I am,"grateful for the utter beauty of all that arises moment to moment even the suffering, and for the pure emptiness, their complete interpenetration into empty-fulnesss...ahh...","['Undefined', 'A_def']",,,,
01889.023.01,,,1,,,6.5,,grateful for the utter beauty of all and for the pure emptiness their complete interpenetration into empty fulnesss ahh,,,Undefined,,,,
01889.023.02,,,2,,,6.5,,that arises moment to moment even the suffering,,,A_def,,,,
01889.025.00,25,25,0,4,18,6.5,a,"['more direction of attention', 'is wondering', 'what arises beyond all separation', 'when the last vestiges of I ness collapses']",My main problem is,"(more direction of attention) is wondering what arises beyond all separation, when the last vestiges of I-ness collapses","['Undefined', 'P_bevb_x', 'A_def', 'A_def']",,,,
01889.025.01,,,1,,,6.5,,more direction of attention,,,Undefined,,,,
01889.025.02,,,2,,,6.5,,is wondering,,,P_bevb_x,,,,
01889.025.03,,,3,,,6.5,,what arises beyond all separation,,,A_def,,,,
01889.025.04,,,4,,,6.5,,when the last vestiges of I ness collapses,,,A_def,,,,
01889.009.00,9,9,0,4,25,6.5,a,"['is invaluable', 'which is grounded in the wisdom of the mind', 'even if that mind is constructed', 'even if Mind is ultimately not grounded']",Education,"is invaluable, which is grounded in the wisdom of the mind, even if that mind is constructed even if Mind is ultimately not grounded -","['P_bevb_x', 'P_bevb_x', 'P_bevb_x', 'P_bevb_x']",,,,
01889.009.01,,,1,,,6.5,,is invaluable,,,P_bevb_x,,,,
01889.009.02,,,2,,,6.5,,which is grounded in the wisdom of the mind,,,P_bevb_x,,,,
01889.009.03,,,3,,,6.5,,even if that mind is constructed,,,P_bevb_x,,,,
01889.009.04,,,4,,,6.5,,even if Mind is ultimately not grounded,,,P_bevb_x,,,,
01889.002.00,2,2,0,2,10,6.5,a,"['noticing', 'that I see an awareness of a slight twinge']",When I am criticized,noticing that I see an awareness of a slight twinge,"['A_def', 'A_def']",,,,
01889.002.01,,,1,,,6.5,,noticing,,,A_def,,,,
01889.002.02,,,2,,,6.5,,that I see an awareness of a slight twinge,,,A_def,,,,
02721.001.00,1,1,0,2,31,6.5,a,"['Love enlivens reality through Kosmic expression of form through Awarness', 'In this light family is an expression of this Kosmic display of yin and yang love and wisdom fullness and freedom']",Raising a family,"Love enlivens reality through Kosmic expression of form through Awarness. In this light family is an expression of this Kosmic display of yin and yang, love and wisdom, fullness and freedom.","['A_def', 'P_bevb_x']",,,,
02721.001.01,,,1,,,6.5,,Love enlivens reality through Kosmic expression of form through Awarness,,,A_def,,,,
02721.001.02,,,2,,,6.5,,In this light family is an expression of this Kosmic display of yin and yang love and wisdom fullness and freedom,,,P_bevb_x,,,,
01889.009.00,9,9,0,4,25,6.5,a,"['is invaluable', 'which is grounded in the wisdom of the mind', 'even if that mind is constructed', 'even if Mind is ultimately not grounded']",Education,"is invaluable, which is grounded in the wisdom of the mind, even if that mind is constructed even if Mind is ultimately not grounded -","['P_bevb_x', 'P_bevb_x', 'P_bevb_x', 'P_bevb_x']",,,,
01889.009.01,,,1,,,6.5,,is invaluable,,,P_bevb_x,,,,
01889.009.02,,,2,,,6.5,,which is grounded in the wisdom of the mind,,,P_bevb_x,,,,
01889.009.03,,,3,,,6.5,,even if that mind is constructed,,,P_bevb_x,,,,
01889.009.04,,,4,,,6.5,,even if Mind is ultimately not grounded,,,P_bevb_x,,,,
01889.009.00,9,9,0,4,25,6.5,a,"['is invaluable', 'which is grounded in the wisdom of the mind', 'even if that mind is constructed', 'even if Mind is ultimately not grounded']",Education,"is invaluable, which is grounded in the wisdom of the mind, even if that mind is constructed even if Mind is ultimately not grounded -","['P_bevb_x', 'P_bevb_x', 'P_bevb_x', 'P_bevb_x']",,,,
01889.009.01,,,1,,,6.5,,is invaluable,,,P_bevb_x,,,,
01889.009.02,,,2,,,6.5,,which is grounded in the wisdom of the mind,,,P_bevb_x,,,,
01889.009.03,,,3,,,6.5,,even if that mind is constructed,,,P_bevb_x,,,,
01889.009.04,,,4,,,6.5,,even if Mind is ultimately not grounded,,,P_bevb_x,,,,
