response,clauses_text_final,final_score,final_voice
I want to help them,['I want to help them'],0.07,A_def
"me, and funnily enough no-one else in the whole wide world is me. I am a mother, a daughter, a wife, an employee, a citizen of the world, a unique individual. Which one of these I choose to rule my day is up to me, and whilst others can force my hand I ultimately have the responsibility for how I look at the world.  ","['me and funnily enough no one else in the whole wide world', 'is me', 'I am a mother a daughter a wife an employee a citizen of the world a unique individual', 'I choose to rule my day', 'Which one of these is up to me and whilst', 'others can force my hand', 'I ultimately have the responsibility for', 'how I look at the world']",0.29,A_pron_x
"My ability of open mindedness, realizing that we are all living with needs, dreams, ambitions, etc., and my ability to understand that and not to judge by other standards.
Also that I curb craving material things as Buddha teaches, so man does not suffer.    ","['My ability of open mindedness', 'that we are all living with needs dreams ambitions etc and my ability', 'to understand that', 'and not to judge by other standards Also', 'that I curb craving material things', 'as Buddha teaches', 'so man does not suffer']",0.21,A_pron_x
"is a myth. In a universe that human science continually seeks constants, change is perhaps one of the greatest constants in an ever unfolding universe. Yet constants are also a myth. Gravity is not constant, the speed of light changes, everything interacts in a way that is affected by the interaction. Therefore change could also simply be called Life. An expression of the movement of reality, experienced only through contrast or interposition. Change being the impulse that allows ultimate reality to experience itself. A great forgetting, a selective amnesia, to amuse an otherwise bored deity perhaps? Change is the joy of a sunrise, a baby's first step, a teenagers first kiss, the last glimpse of the dying, and a great remembering that nothing ever really changes.","['In a universe', 'is a myth', 'that human science continually seeks constants change', 'is perhaps one of the greatest constants in an universe', 'ever unfolding', 'Yet constants are also a myth Gravity', 'is not constant the speed of', 'light changes', 'everything interacts in a way', 'that is affected by the interaction', 'Therefore change could also simply be called Life An expression of the movement of reality Change', 'experienced only through contrast or interposition', 'being the impulse', 'that allows ultimate reality', 'to experience itself', 'A great forgetting a selective amnesia', 'to amuse an otherwise bored deity perhaps Change', 'is the joy of a sunrise a baby s first step a teenagers', 'first kiss the last glimpse of', 'the dying and a great remembering', 'that nothing ever really changes']",0.31,A_def
"Love enlivens reality through Kosmic expression of form through Awarness. In this light family is an expression of this Kosmic display of yin and yang, love and wisdom, fullness and freedom.","['Love', 'enlivens reality through Kosmic expression of form through Awarness', 'In this light family is an expression of this Kosmic display of yin and yang love and wisdom fullness and freedom']",0.21,A_def
for the pain that all humans and all beings on this earth must endure as part of the experience of being here.,"['for the pain', 'that all humans and all beings on this earth must endure as part of the experience of', 'being here']",0.2,A_def
This stem is irrelevant.  I have no problem.  God Is Everywhere Being Itself with infinite blessings on *me* and the me that is not me.,"['This stem is irrelevant', 'I have no problem', 'God Is Everywhere', 'Being Itself with infinite blessings on me and the me', 'that is not me']",0.19,A_def
i feel adrenaline through my human body and it is fierce and i love it because it moves me and it is no different than the Spirit which moves all.,"['i feel adrenaline through my human body and', 'it is fierce and', 'i love it', 'because it moves me and', 'it is no different than the Spirit', 'which moves all']",0.21,A_pron_x
"Be who she is fully and freely with a joyful heart, passion, energy and largess.","['Be', 'who she is fully and freely with a joyful heart passion energy and largess']",0.17,P_bevb_x
"I would express mySelf as heaven and earth, and all of form and formlessness allowing infinite creativity to reveal and evolve itself in the Play of Consciousness.","['I would express mySelf as heaven and earth and all of form and formlessness', 'infinite creativity to reveal and', 'evolve itself in the Play of Consciousness']",0.32,A_def
the human form/consicousness separates from the One even for a moment.,['the human form consicousness separates from the One even for a moment'],0.23,A_def
"I didn't have to work outside my home, so that I could have a dog.","['I didn', 't have to work outside my home', 'so that I could have a dog']",0.26,A_pron_x
we went back to public executions. ,['we went back to public executions'],0.28,A_def
I would have been wiser at a younger age. ,['I would have been wiser at a younger age'],0.18,P_get_x
stupid people ,['stupid people'],0.22,Undefined
is for winners ,['is for winners'],0.24,P_bevb_x
I avoided them back,['I avoided them back'],0.1,A_def
I would be rich ,['I would be rich'],0.23,P_get_x
workout and eat!,['workout and eat'],0.21,A_def
leads!,['leads'],0.03,A_def
get a bad blood alcohol level Test Results ,['get a bad blood alcohol level Test Results'],0.14,A_def
"My co-workers in the evolution of consciousness are members of 3 weekly weekly generative dialog groups.  Together we enter shared containers of collective consciousness and collective heart. We explore who we are in this space and what is possible.  We let go of our individual (subtle) egos and we practice trying on and owning identities grounded in more expansive perspectives.  The ultimate goal is to share a planetary or Kosmic identity and once aligned, see what we can accomplish together as one.","['co workers in the evolution of consciousness are members of 3 weekly weekly generative dialog groups', 'Together we enter shared containers of collective consciousness and collective heart', 'We explore', 'who we are in this space and', 'what is possible', 'We let go of our individual subtle egos and', 'we practice trying on and', 'owning identities', 'grounded in more expansive perspectives', 'The ultimate goal is to share a planetary or Kosmic identity and', 'once aligned', 'see', 'what we can accomplish together as one']",0.27,A_pron_x
" i exacerbate a situation through my acting or my non-acting.
",['i exacerbate a situation through my acting or my non acting'],0.22,A_pron_x
"is a very demanding profession, and in my experience teachers are generally overextended unless they are well organized, and they need better training. preparation, and support.    ","['a very demanding profession and', 'in my experience teachers are generally overextended', 'unless they are well organized and', 'they need better training preparation and support']",0.3,A_pron_x
a good thing and should be explored as an option. ,"['a good thing and', 'should be explored as an option']",0.23,Undefined
Died @ an early age. ,['Died an early age'],0.24,A_def
gets me through the day,['me through the day'],0.21,Undefined
backs his workers,['backs his workers'],0.2,A_pron_x
is slow because now we are just watering the harvest,"['slow', 'because now we are just watering the harvest']",0.24,P_bevb_x
Im versatile,"['I', 'm versatile']",0.34,P_get_x
I am helpful,['I am helpful'],0.22,P_bevb_x
id be more careful,['i d be more careful'],0.26,P_get_x
"are guard rails. It is good and helpful to have them. When you head in the right direction you never get in touch with them, no matter how fast or slow you travel. Good rules are not in your way. ","['are guard rails', 'It is good and helpful to have them', 'When you head in the right direction', 'you never get in touch with them no matter how fast or slow', 'you travel', 'Good rules are not in your way']",0.18,A_def
needs my help I want to be able to take care of her. ,"['needs my help', 'I want to be able to take care of her']",0.17,P_get_x
"at the moment, that Iâ€™m hesitant, almost procrastinating, with regards to a new project dear to me in which I would have to step out and become more visible to the public.","['at the moment', 'that I m hesitant', 'almost procrastinating with regards to a new project dear to me', 'in which I would have to step out and', 'become more visible to the public']",0.21,A_def
that where I lack internal guidance I identify with my ego and the way people interpret it,"['that', 'where I lack internal guidance', 'I identify with my ego and the way', 'people interpret it']",0.24,A_def
the fact that I can be inadvertently overbearing ,"['the fact', 'that I can be inadvertently overbearing']",0.32,P_get_x
"i swear profusely & loudly ideally in private, outside, well away from anyone",['i swear profusely loudly ideally in private outside well away from anyone'],0.31,A_def
"Is an oxymoron, 'good' implies positive to me and 'boss' implies power over another to me, which surfaces negative reactions. So to me a 'good boss' is silly, however I have met nice people whose job is to control others, and nice people who like to control others, so maybe it isn't an oxymoron after all. Maybe I dislike that 'good' is positive subjective and 'boss' is more objective but by the nature of using 'good' it makes it seem that boss (power over another) is somehow okay which to me it isn't.","['Is an oxymoron good and', 'implies positive to me', 'boss implies power over another to me', 'which surfaces negative reactions', 'So to me a good boss is silly', 'however I have met nice people so maybe it isn t an oxymoron', 'whose job is to control others and nice people', 'who like to control others', 'after all Maybe I dislike', 'that good is positive subjective and', 'boss is more objective but', 'using good it', 'by the nature of makes which to me it isn t', 'it seem', 'that boss power over another is somehow okay']",0.26,A_def
taught me how to think critically and to love deeply.,"['taught me how to think critically and', 'to love deeply']",0.14,A_def
"are racist, prejudiced, judgmental and chauvinistic. ",['who are racist prejudiced judgmental and chauvinistic'],0.26,P_bevb_x
"I'd listen, collaborate, communicate with my employees and peers but most importantly I'd lead by example. ","['I d listen collaborate but', 'communicate with my employees and peers', 'most importantly I d lead by example']",0.28,A_def
my breathing rate increases,['my breathing rate increases'],0.16,Undefined
are interlinked. One supports the other and both are inter dependent,"['are interlinked', 'One supports the other and', 'both are inter dependent']",0.28,P_bevb_x
"I take it - I may not like it, but if its from a good source I can normally take it on the chin","['I take it', 'I may not like it', 'but if its from a good source I can normally take it on the chin']",0.24,A_def
"had worked on herself while she was younger, she would be happier today and her relationships with others would probably be easier.","['had worked on herself', 'while she was younger', 'she would be happier today and', 'her relationships with others would probably be easier']",0.22,A_pron_x
"I am called to deeply reflect on my values, attitudes, behaviours and theories in use.",['I am called to deeply reflect on my values attitudes behaviours and theories in use'],0.22,A_pron_x
"care deeply about our work, enjoy each others company and laugh a great deal together","['deeply about', 'our work enjoy each others company and', 'laugh a great deal together']",0.26,A_def
waiting in trust too long before speaking out.,"['waiting in trust too long before', 'speaking out']",0.23,A_def
that I can be a good role model and mentor. ,['that I can be a good role model and mentor'],0.21,A_def
"that I have a lot of walls up and hold onto things, at times, too tightly (work, rationale behind decisions, thoughts, feelings, etc).","['that I have a lot of walls up and', 'hold onto things at times too tightly work rationale behind decisions thoughts feelings etc']",0.18,A_def
"should be at the heart of culture, aligned with the natural principles of the cosmos allowing for the flowering of self, community, and  world systems.","['should be at the heart of culture', 'aligned with the natural principles of the cosmos', 'allowing for the flowering of self community and world systems']",0.23,A_def
"constantly evolve to give integrity to each developmental stage, and yet are relative within the larger chaotic openness that is the unfolding nature of reality.","['constantly evolve to give integrity to each developmental stage and', 'yet are relative within the larger chaotic openness', 'that is the unfolding nature of reality']",0.23,A_def
I like to seek the input of my work colleagues to create a more robust outcome.  Diversity of input builds quality and engagement,"['like to seek the input of my work colleagues to create a more robust outcome', 'Diversity of input builds quality and engagement']",0.28,A_pron_x
play.,['play'],0.0,A_def
I find beauty in many simple things.,['I find beauty in many simple things'],0.19,A_def
"'s kindness and empathy could be replicated and embedded in our health and community services, all individuals who utilise these services, who are often unwell, from minority or disadvantaged groups, would feel the warmth and care that her patients currently experience.    ","['s kindness and empathy could be replicated and', 'embedded in our health and community services', 'who utilise these services', 'who are often unwell from minority or disadvantaged groups', 'all individuals would feel the warmth and care', 'that her patients currently experience']",0.26,A_pron_x
I wondered what was their motive to do so? ,"['I wondered', 'what was their motive', 'to do so']",0.12,A_def
"becomes less of an influence on me as I age; of course I have been shaped by my past, but ""past"" events and people are...past - and those still in my life, I see thru the eyes and perspective of who I am now - so they are now ""present"".","['becomes less of an influence on me', 'age of course', 'as I I have been shaped by my past but past events and people', 'are past and those still in my life', 'I see thru the eyes and perspective of', 'who I am now', 'so they are now present']",0.2,A_def
getting over decades spent proving myself.,"['getting over decades', 'spent proving myself']",0.24,A_def
"I am most likely learning something new about myself, another person or perspective, or I am taking in a situation or circumstance that highlights something important. My most common emotions and reactions from criticism are curiosity, defensiveness, protection, awareness, acceptance and sadness. I choose my response, either by design or default, and I can see when those choices and decisions work for me and for others, and when they don't.  As I reflect and spend more time with the criticism, I sit with and open up to the varying perspectives of any given situation or circumstance, their offerings, and how I might integrate this new understanding moving forward. I enjoy this more when I step away and differentiate from the issue itself, vs. when I feel heavily attached to the outcome, or to my ego. ","['I am most likely learning something new about myself another person or perspective or', 'I am taking in a situation or circumstance', 'that highlights something important', 'My most common emotions and reactions from criticism are curiosity defensiveness protection awareness acceptance and sadness', 'I choose my response either by design or default', 'and I can see', 'when those choices and decisions work for me and for others and', 'when they don t', 'As I reflect and', 'spend more time with the criticism', 'I sit with and', 'open up to the varying perspectives of any given situation or', 'circumstance their offerings and', 'how I might integrate this new understanding', 'moving forward', 'I enjoy this more', 'when I step away and', 'differentiate from the issue itself vs', 'when I feel', 'heavily attached to the outcome or to my ego']",0.27,A_def
"big, big existential questions, and little microscopic ones... sometimes within milliseconds of one another.",['big big existential questions and little microscopic ones sometimes within milliseconds of one another'],0.29,Undefined
"I wait, redirect, try again, collaborate, reevaluate, reflect, redesign, trust in the wisdom of others and the wisdom of time, whine, laugh at myself, meditate, rest... any, all, or none of the above. As my energy, and the intensity of the desire moves over time with resolution, I find peace.","['want', 'I wait', 'redirect try again', 'collaborate reevaluate reflect redesign trust in the wisdom of others and the wisdom of time whine rest any all or none of the above As my energy and the intensity of the desire', 'laugh at myself', 'meditate', 'moves over time with resolution', 'I find peace']",0.36,A_def
"they need support to move forward. ""Helpless"" does not need to be a permanent descriptor, most people are able to be supported to re-direct into a position which plays to their strengths.","['they need support', 'to move forward Helpless', 'does not need to be a permanent descriptor', 'most people are able to be supported to re direct into a position', 'which plays to their strengths']",0.22,A_def
"is okay, a great leader is even better.","['is okay', 'a great leader is even better']",0.19,P_bevb_x
is best left in the past... Tomorrow presents far more exciting opportunities.,"['is', 'best left in the past Tomorrow', 'presents far more exciting opportunities']",0.35,A_def
"there were no humans left on the planet... Where there is good, there is bad... what goes up must come down... we do not live in an idealistic world where everything is perfect. The key is educate people and provide them with the right information to make decisions for themselves.","['there were no humans', 'left on the planet', 'Where there is good', 'there is bad', 'what goes up', 'must come down', 'we do not live in an idealistic world', 'where everything is perfect', 'The key is educate people and', 'provide them with the right information', 'to make decisions for themselves']",0.22,A_def
saying no... because I want to be helpful... but I am learning and getting better everyday. This helps me... and it helps the people around me.,"['saying no', 'because I want to be helpful but', 'I am learning and', 'getting better everyday', 'This helps me and', 'it helps the people around me']",0.27,P_bevb_x
"fascinating, unavoidable, somehow always to be sat with. If instigated by me, it typically is planned with many contingencies. If external and slow, I pace with it, shape it. If rapid, I pace with it and influence it where I can. If breakneck, I may elect to exercise my right to press 'pause' and respond when clarity arises.","['fascinating unavoidable somehow always to be sat with', 'If instigated by me', 'it typically is planned with many contingencies', 'If external and slow I pace with it', 'shape it', 'If rapid I pace with it and', 'influence it', 'where I can If breakneck I may elect to exercise my right', 'to press pause and', 'respond', 'when clarity arises']",0.24,P_get_x
"we were enabled from birth to see, honour, value, and protect the filaments that connect the universe and underpin all that we are, that we do, that we create. Be, think, practice, speak up, and be caring â€¦ onto-genesis, episteme, phronesis, parrhesis, and reparans.","['we were enabled from birth', 'to see honour value and', 'protect the filaments', 'that connect the universe and', 'underpin all', 'that we are', 'that we do', 'that we create', 'Be think', 'practice speak up and', 'be caring onto genesis episteme phronesis parrhesis and reparans']",0.22,A_def
are offensive,['who are offensive'],0.24,P_bevb_x
is there for a reason. ,['is there for a reason'],0.23,P_bevb_x
"was a different lady, I would not be who I am. ","['was a different lady', 'I would not be', 'who I am']",0.32,P_bevb_x
"is not something I have done, but it would be a deep and powerful experience. Owning the compassion and responsibility to a spouse and children. The integrity of holding space through all the highs and lows.","['is not something but', 'I have done', 'it would be a deep and powerful experience', 'Owning the compassion and responsibility to a spouse and children', 'holding space']",0.25,A_def
"grants one the opportunity to experience so many different view points, cultures and ideas. Different levels of technology created books, travel, the internet. All ways of learning, opening to new experiences, expanding out of one's narrow focus.","['grants one the opportunity', 'to experience cultures and ideas Different levels of technology', 'so many different view points', 'created books travel the internet', 'learning opening to new experiences', 'expanding out of one s narrow focus']",0.3,A_def
"comes in many different forms. My own learnings have arisen from both structured and unplanned moments of just living. My awareness and attention to these moments is one of my favorite ways to say I ""love you"" to myself.","['comes in many different forms', 'My own learnings have arisen from both structured and unplanned moments of', 'just living My awareness and attention to these moments', 'is one of my favorite ways', 'to say', 'I love you to myself']",0.18,A_def
i lash out in a controlled way but then eventually see reason/both side,"['i lash out in a controlled way but', 'then eventually see reason both side']",0.28,A_def
unfair,['unfair'],0.25,Undefined
"I would surround myself in confident, capable people who will support my direction of travel ","['I would surround myself in confident capable people', 'who will support my direction of travel']",0.27,A_def
I would spend more money ,['I would spend more money'],0.34,A_def
"Fear. That's the first thing to come to mind. When faced with a potential conflict, I will either fight or freeze, and each of these get me into trouble. I also think I lack a certain emotional intelligence in real time, so I don't realize that I should employ skillful means to communicate my vision or position. Instead I just foolishly move forward in a politically unwise fashion.","['Fear', 'That s the first thing', 'to come to mind', 'When faced with a potential conflict', 'I will either fight or freeze and', 'each of these get me into trouble', 'I also think', 'I lack a certain emotional intelligence in real time', 'so I don t realize', 'that I should employ skillful means', 'to communicate my vision or position', 'Instead I just foolishly move forward in a politically unwise fashion']",0.25,A_def
"the shittiest fucking thing ever; I so wish reality was completely static sometimes... at least, so says some part of me, at least right now - the thirst for permanence comes in waves, and it's pretty strong in me today... did I mention I'm wrestling with a couple of big and difficult life changes at the moment?  :-)  This is not representative of how I usually respond to this stem or talk about change, it's just what I'm present to at the moment...","['the shittiest fucking thing ever', 'I so wish', 'reality was completely static sometimes', 'at least so says some part of me', 'at least right now the thirst for permanence comes in waves', 'and it s pretty strong in me today', 'did I mention', 'I m', 'wrestling with a couple of big and difficult life changes at the moment', 'This is not representative of', 'how I usually respond to this stem or', 'talk about change', 'it s just', 'what I m present to at the moment']",0.29,P_bevb_x
letting go while driving forward; finding control in surrender; enjoying connection in autonomy; and playing with too many other polarities and paradoxes to count...,"['letting go', 'letting go', 'while driving forward finding control in surrender', 'enjoying connection in autonomy and', 'playing with too many other polarities and paradoxes', 'to count']",0.32,A_def
"dies tomorrow, I see how her impact has forever changed the world and will continue to, rippling through time and every system she's touched and every one they touch and will ever touch, and the thing that gets me the most sad is just that no one else will see that impact like I do, and see the unique threads she's weaved in the tapestry of time.","['dies tomorrow', 'I see', 'how her impact has forever changed the world and', 'will continue to rippling through time and every system and every one', 'she s touched', 'they touch and', 'will ever touch and', 'that gets me the most sad', 'the thing is', 'just that no one else will see that impact and', 'like I do', 'see the unique threads', 'she s weaved in the tapestry of time']",0.27,P_bevb_x
"is love swimming in all of creation, a living documentary of evolution cascading through consciousness, seemingly an isolated group expressing that from which it came which is at One with the kosmos.","['is', 'love swimming in all of creation a living documentary of an isolated group', 'evolution cascading through consciousness seemingly', 'expressing that', 'from which it came', 'which is at One with the kosmos']",0.31,A_def
"is a manifestation stuck in universal consciousness, a loving act of creation, also a death of a thousand days, stardust twinkling in eternity.","['a manifestation a loving act of creation also a death of a thousand days stardust twinkling in eternity', 'stuck in universal consciousness']",0.24,A_def
"is a swirl of subtle exchanges, inevitably reaching for its original ground of unity, tripping over itself, reaching in the dark of unawareness for something it already is - at One with All and the cascade of universal creation.","['is a swirl of subtle exchanges', 'inevitably reaching for its original ground of unity', 'tripping over itself', 'reaching in the dark of unawareness for something', 'it already is at One with All and the cascade of universal creation']",0.2,P_bevb_x
is that I am eternal infinite stardust meeting universal consciousness forming as a tiny speck in 'reality' being and manifesting on behalf of 'forever'.....and I can do some things competently whislt I am here.,"['is', 'that I am', 'eternal infinite stardust meeting', 'universal consciousness forming as a tiny speck in reality', 'being and', 'manifesting on behalf of forever', 'and I can do some things competently whislt', 'I am here']",0.31,A_def
Falling from eternity and spaciousness into contraction and then forgetting that this is also eternity manifesting sometimes as frustration and judgement.,"['Falling from eternity and spaciousness into contraction and', 'then forgetting', 'that this is also', 'eternity manifesting sometimes as frustration and judgement']",0.3,A_def
"is selfing and then un-selfing into unity and spaciousness, adrift with all matter and creation. ",[],-0.75,Indeterminate
"I cry for them and the helplessness I am. Helplessness and crying is the universe seeing itself as One, holding a mirror to itself so as to unlock and unfold its next creation.","['I cry for them and the helplessness', 'I am Helplessness and crying', 'is the universe seeing itself as', 'One holding a mirror to itself', 'so as to unlock and', 'unfold its next creation']",0.21,A_def
"The universe 'does me' as it sweetly caresses 'me' into existence. This kosmic dot, this 'me' is also that which is creating the 'me'. The roll of the kosmic dice opens to all of existence and creation, human and nonhuman, subtle, concrete and causal, and 'does' John, a farmer of consciousness, that is what I like to do best - 'farming consciousness' :)","['The universe does me', 'as it sweetly caresses me into existence', 'me is also that', 'which is creating the me', 'The roll of the kosmic dice opens to all of existence and creation human and nonhuman subtle concrete and causal and', 'does John a farmer of consciousness', 'that is', 'I like what to do best farming consciousness']",0.21,A_def
"I allow the feeling to 'be' as energy as consciousness. ""I"" sometimes worry that my anger ripples in the pond of consciousness as unnecessary or harmful, it rankles my cells (my body, mind, spirit) and life force. I inquire, I allow, and it disappears into the space and consciousness from which it appeared.","['I allow', 'the feeling to be as energy as consciousness', 'I sometimes worry', 'my anger ripples in the pond of consciousness as unnecessary or harmful', 'that it rankles my cells my body mind spirit and life force', 'I inquire', 'I allow', 'and it disappears into the space and consciousness', 'from which it appeared']",0.21,A_def
"We all stopped, fell into silent spaciousness, reminded ourselves that we are but a wave in the universal cascade of creation from matter to mind to consciousness to all of life, opened our minds and hearts and embraced it all as One as it has already embraced us.","['We all stopped fell into silent spaciousness', 'reminded ourselves', 'that we are but', 'a wave in the universal cascade of creation from matter to mind to consciousness to all of life opened our minds and hearts and', 'embraced it all as One', 'as it has already embraced us']",0.3,A_def
"I realise that my being or expression, my construction of reality has clashed with that of another, having potentially caused offence or disagreement. My somatic responses at times remind me of my shadows and woundedness triggering reactivity whereas my awareness of that senses into the transcending truth that holds mine and that of the person criticising me.","['I realise', 'that my being or expression my construction of reality has clashed with that of another', 'having potentially caused offence or disagreement', 'My somatic responses at times remind me of my shadows and woundedness triggering reactivity whereas my awareness of and that of the person', 'that senses into the transcending truth', 'that holds mine', 'criticising me']",0.27,A_def
"can be an isolating or a hugely enriching experience, the latter when each otherâ€™s presence liberates emergent thoughts or self expressions bringing forth a collective that is more than the sum of its parts","['can be an isolating or a hugely enriching experience the latter', 'when each other s presence liberates emergent thoughts or self expressions', 'bringing forth a collective', 'that is more than the sum of its parts']",0.24,A_def
"the flow, natural, ever-present at one level of another, in spite of concrete appearances or subtle pressures to conform. As contexts morph into each other, structure and meaning changes. What does not change is the nature of flow. content always changes. essence less so.","['the flow natural ever present at one level of another in spite of concrete appearances or subtle pressures', 'to conform', 'As contexts morph into each other structure and meaning changes', 'What does not change', 'is', 'the nature of flow content always changes essence less so']",0.23,Undefined
inevitable. ,['inevitable'],0.32,Undefined
I was curious as to the reason but didn't take it that seriously. ,"['I was curious as to the reason but', 'didn t take it that seriously']",0.27,P_bevb_x
happy,['happy'],0.16,Undefined
My family was closer and that I was mre financially well off...,"['My family was closer and', 'that I was mre financially well off']",0.23,A_pron_x
People who step out of line are interesting.,"['People', 'who step out of line', 'are interesting']",0.27,P_bevb_x
"When I am nervous, I drink a lot of water. If always helps. :-)","['When I am nervous', 'I drink a lot of water', 'If always helps']",0.23,P_bevb_x
"a pale reflection of the eternal, infinite streaming of densely packed consciousness unfolding in the streams of the universal realm, like a lobster cracking its shell or a star bursting out of its accretion field. It is but a moment, a fragment, an aspect of the becoming in this dramatic dance that is just life. ","['a pale reflection of the eternal infinite streaming of consciousness a star', 'densely packed', 'unfolding in the streams of the universal realm like a lobster', 'cracking its shell or', 'bursting out of its accretion field', 'It is but a moment a fragment an aspect of', 'the becoming in this dramatic dance', 'that is just life']",0.23,Undefined
"is a solar being ... one that brings light and eternal love without demanding anything of the others ... an energetic and gravitational field of such calm, peaceful magnitude that all are warmed and captivated by their glow ... brings a new burst life to all those who are in their presence ","['is', 'a solar being one', 'that brings light and eternal love without', 'demanding anything of the others an energetic and gravitational field of such calm peaceful magnitude', 'all are warmed and', 'that captivated by their glow', 'brings a new burst life to all those', 'who are in their presence']",0.28,A_def
"the voice at the edge of hearing, the movement in the corner of the eye, the novelty that makes you smile, the light in the darkness, and the nothingness at the heart of it all. I am the string, the wave, the field, the packet of energy. I am the watcher, the smiler, the laughter and the lover. I am the non-doer, the finger flowing through the air. The symbol and the sign. I am the deep belly laugh that brings forth existence. ","['the voice at the edge of', 'hearing the movement in the corner of the eye the novelty', 'that makes', 'you smile the light in the darkness and the nothingness at the heart of it all', 'I am the string the wave the field the packet of energy', 'I am the watcher the smiler the laughter and the lover', 'I am the non doer', 'the finger flowing through the air', 'I am', 'the deep belly laugh', 'that brings forth existence']",0.19,Undefined
...,['who'],0.04,Undefined
"becoming a beeing, more and more. A space and its border, an individual and a non-invidiual part of all","['becoming more and more A space and its border an individual and a non invidiual part of all', 'a beeing']",0.23,A_pron_x
is exciting,['is exciting'],0.35,P_bevb_x
"I am really strongly connected to life-energy, respect life a lot, so no matter what vicissitudes occur in life, I endure. Even though I need more and more time for regeneration as I am getting older. 
I also like that I dare to be very honest, and open-minded so when I have any problem, I keep my mind open to find the solution that is best for all the parties concerned. With keeping my mind always open for the answer, I usually find it, no matter how impossible it seems.
I also like my intimate, sincere connection with nature, and those humans, and animals who enjoy being in that deep mutual connection.","['I am really strongly connected to life energy respect life a lot', 'what vicissitudes occur in life', 'I endure', 'Even though I need more and more time for regeneration', 'as I am getting older', 'I also like', 'that I dare to be very honest and open minded', 'when I have any problem', 'I keep my mind open', 'to find the solution', 'that is best for all the parties', 'concerned With', 'keeping my mind always open for the answer', 'I usually find it', 'how impossible it seems', 'I also like my intimate sincere connection with nature and those humans and animals', 'who enjoy being in that deep mutual connection']",0.23,P_get_x
"No problem at all, just that this Life is a Blink of an Eye in the Universe, and I can't quite let go of this little one yet.","['No problem at all', 'just that this Life is a Blink of an Eye in the Universe', 'and I can t quite let go of this little one yet']",0.14,A_def
I consider the source.,['I consider the source'],0.13,A_def
"there are no people really
no worth not standing with
since they are that
","['who there are no people really no worth', 'not standing with', 'since they are that']",0.24,P_bevb_x
...here. And lost inside of everyone and everything else. Lost isn't the right word though. There? Nowhere?,"['here And', 'lost inside of everyone and everything else', 'Lost']",0.14,A_def
is both a learning experience and an opportunity to exchange views.,"['is both a learning experience and an opportunity', 'to exchange views']",0.29,P_bevb_x
"do swimming and watching some sports games, mostly tennis.",['watching some sports games mostly tennis'],0.17,A_def
my hands get a little clammy.,"['my hands', 'get a little clammy']",0.22,P_get_x
"for people who are failed by our society and suffer as a result of circumstances, lack of opportunity and inability to take advantage of opportunities.","['for people', 'who are failed by our society and', 'suffer as a result of circumstances lack of opportunity and inability', 'to take advantage of opportunities']",0.26,A_def
"my hands get cold and my face gets hot. I recognise that I am nervous because I care about the outcome of what I am doing. I tell myself that while important, this event is small and insignificant in the scheme of things. I tell myself that being too nervous does not help me get the best outcome. ","['my hands get cold and', 'my face gets hot', 'I recognise', 'that I am nervous', 'because I care about the outcome of', 'what I am doing', 'I tell myself', 'while important this event is small and insignificant in the scheme of things', 'I tell myself', 'being too nervous', 'that does not help', 'me get the best outcome']",0.21,A_pron_x
"Has been one of the most transformative and life changing events for me.  It has helped me to look at my own upbringing and family history with greater honesty and authenticity.  This reshaped the way that I see myself and the role of my own parents in shaping and nurturing me. It has also been a challenge to stay true to myself and not to be distracted by the judgements of others.  I sometimes would think I was being judged and then would see that that may not be the case and even if it was, was that important.  I have had to find my truth.  I have also needed to open to my daughter and who she is as a person and what she needs from and of me as her own person.  I have changed from being very focused on a traditional career trajectory to needing to look at an authentic path for me through having and raising a family. It has been a challenge and also a gift to me.","['Has been one of the most transformative and life', 'changing events for me', 'It has helped me to look at my own upbringing and family history with greater honesty and authenticity', 'This reshaped the way the role of my own parents in', 'that I see myself and', 'shaping and', 'nurturing me', 'It has also been a challenge', 'to stay true to myself and', 'not to be distracted by the judgements of others', 'I sometimes would think', 'I was being judged and', 'then would see', 'that that may not be the case and', 'even if it was', 'was that important', 'I have had to find my truth', 'I have also needed', 'to open to my daughter and', 'who she is as a person and', 'what she needs from and of me as her own person', 'I have changed from', 'being very focused on a traditional career trajectory to', 'needing to look at an authentic path for me through', 'having and', 'raising a family', 'It has been a challenge and also a gift to me']",0.24,A_pron_x
There was a lot more love in our world.  We all have a contribution to make to loving and valuing others.  Crime and delinquency stems from upbringing and culture.  If we can make small steps every day towards greater education and love for all we would contribute to improvements in society.,"['There was a lot more love in our world', 'We all have a contribution', 'to make to', 'loving and', 'valuing others Crime and delinquency', 'stems from upbringing and culture', 'If we can make small steps every day towards greater education and love for all', 'we would contribute to improvements in society']",0.22,A_def
I wondered what might be going on and what they were thinking. I asked them what was going on. I wanted to work towards understanding to hopefully. resolve issue. They were upset and expressed their feelings. I expressed my feelings. ,"['I wondered', 'what might be going on and', 'what they were thinking', 'I asked them', 'what was going on', 'I wanted to work towards understanding', 'to hopefully resolve issue', 'They were upset and', 'expressed their feelings', 'I expressed my feelings']",0.41,P_bevb_x
I am continually curious about life and how it relates to the universe's journey. ,"['I am continually curious about life and', 'how it relates to the universe s journey']",0.26,A_pron_x
the now and forever turning of experience that churns us into new trajectories and manifestations.,"['the now and forever turning of experience', 'that churns us into new trajectories and manifestations']",0.26,A_def
