UID,survey_id,prompt_number,prompt_id,prompt,response,clauses_text_final,voice,idx,abstraction_score,abstraction_score_normalized
2856.31,2856,31,31,My father,taught me how to think critically and to love deeply.,"['taught me how to think critically and', 'to love deeply']","['A_def', 'A_def']",442,"[0.25, 0.11]","[1.0, 0.44]"
2857.21,2857,21,21,I just can\'t stand people who,"are racist, prejudiced, judgmental and chauvinistic. ",['who are racist prejudiced judgmental and chauvinistic'],['P_bevb_x'],443,[0.25],[1.0]
2857.3,2857,30,30,If I were in charge,"I'd listen, collaborate, communicate with my employees and peers but most importantly I'd lead by example. ","['I d listen collaborate but', 'communicate with my employees and peers', 'most importantly I d lead by example']","['A_def', 'A_pron_x', 'A_def']",444,"[0.25, 0.25, 0.22]","[1.0, 1.0, 0.88]"
2862.33,2862,33,33,When I am nervous,my breathing rate increases,['my breathing rate increases'],['Undefined'],445,[0.25],[1.0]
2874.2,2874,20,44,Business and society,are interlinked. One supports the other and both are inter dependent,"['are interlinked', 'One supports the other and', 'both are inter dependent']","['P_bevb_x', 'A_def', 'P_bevb_x']",446,"[0.14, 0.14, 0.14]","[0.56, 0.56, 0.56]"
2888.02,2888,2,2,When I am criticized,"I take it - I may not like it, but if its from a good source I can normally take it on the chin","['I take it', 'I may not like it', 'but if its from a good source I can normally take it on the chin']","['A_def', 'P_bevb_x', 'P_bevb_x']",447,"[0.22, 0.22, 0.25]","[0.88, 0.88, 1.0]"
2889.29,2889,29,29,If my mother,"had worked on herself while she was younger, she would be happier today and her relationships with others would probably be easier.","['had worked on herself', 'while she was younger', 'she would be happier today and', 'her relationships with others would probably be easier']","['A_def', 'P_bevb_x', 'P_bevb_x', 'A_pron_x']",448,"[0.14, 0.14, 0.14, 0.14]","[0.56, 0.56, 0.56, 0.56]"
2891.02,2891,2,2,When I am criticized,"I am called to deeply reflect on my values, attitudes, behaviours and theories in use.",['I am called to deeply reflect on my values attitudes behaviours and theories in use'],['A_pron_x'],449,[0.25],[1.0]
2891.07,2891,7,38,My co-workers and I,"care deeply about our work, enjoy each others company and laugh a great deal together","['deeply about', 'our work enjoy each others company and', 'laugh a great deal together']","['Undefined', 'A_pron_x', 'A_def']",450,"[0.12, 0.25, 0.14]","[0.48, 1.0, 0.56]"
2891.08,2891,8,8,What gets me into trouble is,waiting in trust too long before speaking out.,"['waiting in trust too long before', 'speaking out']","['A_def', 'A_def']",451,"[0.14, 0.14]","[0.56, 0.56]"
2892.06,2892,6,6,The thing I like about myself is,that I can be a good role model and mentor. ,['that I can be a good role model and mentor'],['P_bevb_x'],452,[0.25],[1.0]
2892.25,2892,25,25,My main problem is,"that I have a lot of walls up and hold onto things, at times, too tightly (work, rationale behind decisions, thoughts, feelings, etc).","['that I have a lot of walls up and', 'hold onto things at times too tightly work rationale behind decisions thoughts feelings etc']","['P_bevb_x', 'A_def']",453,"[0.22, 0.25]","[0.88, 1.0]"
2893.09,2893,9,9,Education,"should be at the heart of culture, aligned with the natural principles of the cosmos allowing for the flowering of self, community, and  world systems.","['should be at the heart of culture', 'aligned with the natural principles of the cosmos', 'allowing for the flowering of self community and world systems']","['P_bevb_x', 'A_def', 'A_def']",454,"[0.25, 0.25, 0.25]","[1.0, 1.0, 1.0]"
2893.18,2893,18,42,Rules,"constantly evolve to give integrity to each developmental stage, and yet are relative within the larger chaotic openness that is the unfolding nature of reality.","['constantly evolve to give integrity to each developmental stage and', 'yet are relative within the larger chaotic openness', 'that is the unfolding nature of reality']","['A_def', 'P_bevb_x', 'P_bevb_x']",455,"[0.25, 0.25, 0.14]","[1.0, 1.0, 0.56]"
2896.28,2896,28,71,When developing strategies&hellip;,I like to seek the input of my work colleagues to create a more robust outcome.  Diversity of input builds quality and engagement,"['like to seek the input of my work colleagues to create a more robust outcome', 'Diversity of input builds quality and engagement']","['A_pron_x', 'A_def']",456,"[0.25, 0.14]","[1.0, 0.56]"
2900.11,2900,11,39,What I like to do best is,play.,['play'],['A_def'],457,[0.0],[0.0]
2901.06,2901,6,6,The thing I like about myself is,I find beauty in many simple things.,['I find beauty in many simple things'],['A_def'],458,[0.22],[0.88]
2926.29,2926,29,29,If my mother,"'s kindness and empathy could be replicated and embedded in our health and community services, all individuals who utilise these services, who are often unwell, from minority or disadvantaged groups, would feel the warmth and care that her patients currently experience.    ","['s kindness and empathy could be replicated and', 'embedded in our health and community services', 'who utilise these services', 'who are often unwell from minority or disadvantaged groups', 'all individuals would feel the warmth and care', 'that her patients currently experience']","['P_bevb_x', 'A_pron_x', 'A_def', 'P_bevb_x', 'P_bevb_x', 'A_pron_x']",459,"[0.25, 0.25, 0.25, 0.14, 0.25, 0.25]","[1.0, 1.0, 1.0, 0.56, 1.0, 1.0]"
2941.17,2941,17,17,When they avoided me,I wondered what was their motive to do so? ,"['I wondered', 'what was their motive', 'to do so']","['A_def', 'A_pron_x', 'P_bevb_x']",460,"[0.22, 0.14, 0]","[0.88, 0.56, 0.0]"
2942.14,2942,14,14,The past,"becomes less of an influence on me as I age; of course I have been shaped by my past, but ""past"" events and people are...past - and those still in my life, I see thru the eyes and perspective of who I am now - so they are now ""present"".","['becomes less of an influence on me', 'age of course', 'as I I have been shaped by my past but past events and people', 'are past and those still in my life', 'I see thru the eyes and perspective of', 'who I am now', 'so they are now present']","['A_def', 'A_def', 'A_pron_x', 'A_pron_x', 'A_def', 'P_bevb_x', 'P_bevb_x']",461,"[0.25, 0.25, 0.22, 0.14, 0.25, 0.22, 0.14]","[1.0, 1.0, 0.88, 0.56, 1.0, 0.88, 0.56]"
2952.25,2952,25,25,My main problem is,getting over decades spent proving myself.,"['getting over decades', 'spent proving myself']","['A_def', 'A_def']",462,"[0.25, 0.14]","[1.0, 0.56]"
3099.02,3099,2,2,When I am criticized,"I am most likely learning something new about myself, another person or perspective, or I am taking in a situation or circumstance that highlights something important. My most common emotions and reactions from criticism are curiosity, defensiveness, protection, awareness, acceptance and sadness. I choose my response, either by design or default, and I can see when those choices and decisions work for me and for others, and when they don't.  As I reflect and spend more time with the criticism, I sit with and open up to the varying perspectives of any given situation or circumstance, their offerings, and how I might integrate this new understanding moving forward. I enjoy this more when I step away and differentiate from the issue itself, vs. when I feel heavily attached to the outcome, or to my ego. ","['I am most likely learning something new about myself another person or perspective or', 'I am taking in a situation or circumstance', 'that highlights something important', 'My most common emotions and reactions from criticism are curiosity defensiveness protection awareness acceptance and sadness', 'I choose my response either by design or default', 'and I can see', 'when those choices and decisions work for me and for others and', 'when they don t', 'As I reflect and', 'spend more time with the criticism', 'I sit with and', 'open up to the varying perspectives of any given situation or', 'circumstance their offerings and', 'how I might integrate this new understanding', 'moving forward', 'I enjoy this more', 'when I step away and', 'differentiate from the issue itself vs', 'when I feel', 'heavily attached to the outcome or to my ego']","['P_bevb_x', 'P_bevb_x', 'A_def', 'A_pron_x', 'A_pron_x', 'P_bevb_x', 'A_def', 'P_bevb_x', 'A_def', 'A_def', 'A_def', 'A_def', 'A_pron_x', 'P_bevb_x', 'A_def', 'A_def', 'A_def', 'A_def', 'A_def', 'A_pron_x']",463,"[0.25, 0.25, 0.14, 0.25, 0.25, 0.25, 0.25, 0.14, 0.25, 0.25, 0.22, 0.25, 0.25, 0.22, 0.14, 0.22, 0.22, 0.14, 0.22, 0.25]","[1.0, 1.0, 0.56, 1.0, 1.0, 1.0, 1.0, 0.56, 1.0, 1.0, 0.88, 1.0, 1.0, 0.88, 0.56, 0.88, 0.88, 0.56, 0.88, 1.0]"
3099.22,3099,22,43,At times I worry about,"big, big existential questions, and little microscopic ones... sometimes within milliseconds of one another.",['big big existential questions and little microscopic ones sometimes within milliseconds of one another'],['Undefined'],464,[0.25],[1.0]
3099.32,3099,32,32,If I can\'t get what I want,"I wait, redirect, try again, collaborate, reevaluate, reflect, redesign, trust in the wisdom of others and the wisdom of time, whine, laugh at myself, meditate, rest... any, all, or none of the above. As my energy, and the intensity of the desire moves over time with resolution, I find peace.","['want', 'I wait', 'redirect try again', 'collaborate reevaluate reflect redesign trust in the wisdom of others and the wisdom of time whine rest any all or none of the above As my energy and the intensity of the desire', 'laugh at myself', 'meditate', 'moves over time with resolution', 'I find peace']","['A_def', 'A_def', 'A_def', 'A_pron_x', 'A_def', 'A_def', 'A_def', 'A_def']",465,"[0.14, 0.22, 0.25, 0.25, 0.14, 0.11, 0.14, 0.25]","[0.56, 0.88, 1.0, 1.0, 0.56, 0.44, 0.56, 1.0]"
3103.1,3103,10,10,When people are helpless,"they need support to move forward. ""Helpless"" does not need to be a permanent descriptor, most people are able to be supported to re-direct into a position which plays to their strengths.","['they need support', 'to move forward Helpless', 'does not need to be a permanent descriptor', 'most people are able to be supported to re direct into a position', 'which plays to their strengths']","['A_def', 'A_def', 'P_bevb_x', 'P_bevb_x', 'A_pron_x']",466,"[0.14, 0.14, 0.25, 0.25, 0.25]","[0.56, 0.56, 1.0, 1.0, 1.0]"
3105.12,3105,12,12,A good boss,"is okay, a great leader is even better.","['is okay', 'a great leader is even better']","['P_bevb_x', 'P_bevb_x']",467,"[0.12, 0.14]","[0.48, 0.56]"
3105.14,3105,14,14,The past,is best left in the past... Tomorrow presents far more exciting opportunities.,"['is', 'best left in the past Tomorrow', 'presents far more exciting opportunities']","['P_bevb_x', 'A_def', 'A_def']",468,"[0, 0.14, 0.25]","[0.0, 0.56, 1.0]"
3105.19,3105,19,19,Crime and delinquency could be halted if,"there were no humans left on the planet... Where there is good, there is bad... what goes up must come down... we do not live in an idealistic world where everything is perfect. The key is educate people and provide them with the right information to make decisions for themselves.","['there were no humans', 'left on the planet', 'Where there is good', 'there is bad', 'what goes up', 'must come down', 'we do not live in an idealistic world', 'where everything is perfect', 'The key is educate people and', 'provide them with the right information', 'to make decisions for themselves']","['P_bevb_x', 'A_def', 'P_bevb_x', 'P_bevb_x', 'A_def', 'P_bevb_x', 'P_bevb_x', 'P_bevb_x', 'P_bevb_x', 'A_def', 'A_def']",469,"[0.14, 0.14, 0.14, 0.14, 0.14, 0.25, 0.25, 0.25, 0.25, 0.14, 0.25]","[0.56, 0.56, 0.56, 0.56, 0.56, 1.0, 1.0, 1.0, 1.0, 0.56, 1.0]"
3105.25,3105,25,25,My main problem is,saying no... because I want to be helpful... but I am learning and getting better everyday. This helps me... and it helps the people around me.,"['saying no', 'because I want to be helpful but', 'I am learning and', 'getting better everyday', 'This helps me and', 'it helps the people around me']","['P_yn', 'P_bevb_x', 'P_bevb_x', 'P_get_x', 'A_def', 'A_def']",470,"[0.14, 0.25, 0.22, 0.14, 0.14, 0.14]","[0.56, 1.0, 0.88, 0.56, 0.56, 0.56]"
3119.03,3119,3,3,Change is,"fascinating, unavoidable, somehow always to be sat with. If instigated by me, it typically is planned with many contingencies. If external and slow, I pace with it, shape it. If rapid, I pace with it and influence it where I can. If breakneck, I may elect to exercise my right to press 'pause' and respond when clarity arises.","['fascinating unavoidable somehow always to be sat with', 'If instigated by me', 'it typically is planned with many contingencies', 'If external and slow I pace with it', 'shape it', 'If rapid I pace with it and', 'influence it', 'where I can If breakneck I may elect to exercise my right', 'to press pause and', 'respond', 'when clarity arises']","['P_bevb_x', 'A_def', 'P_bevb_x', 'A_def', 'A_def', 'A_def', 'A_def', 'A_pron_x', 'A_def', 'A_def', 'A_def']",471,"[0.25, 0.22, 0.25, 0.25, 0.14, 0.25, 0.25, 0.25, 0.14, 0.14, 0.25]","[1.0, 0.88, 1.0, 1.0, 0.56, 1.0, 1.0, 1.0, 0.56, 0.56, 1.0]"
3119.13,3119,13,40,We could make the world a better place if,"we were enabled from birth to see, honour, value, and protect the filaments that connect the universe and underpin all that we are, that we do, that we create. Be, think, practice, speak up, and be caring â€¦ onto-genesis, episteme, phronesis, parrhesis, and reparans.","['we were enabled from birth', 'to see honour value and', 'protect the filaments', 'that connect the universe and', 'underpin all', 'that we are', 'that we do', 'that we create', 'Be think', 'practice speak up and', 'be caring onto genesis episteme phronesis parrhesis and reparans']","['P_bevb_x', 'A_def', 'A_def', 'A_def', 'A_def', 'P_bevb_x', 'P_bevb_x', 'A_def', 'P_bevb_x', 'A_def', 'P_bevb_x']",472,"[0.14, 0.14, 0.25, 0.25, 0.14, 0.14, 0.14, 0.25, 0.14, 0.25, 0.25]","[0.56, 0.56, 1.0, 1.0, 0.56, 0.56, 0.56, 1.0, 0.56, 1.0, 1.0]"
3122.21,3122,21,21,I just can\'t stand people who,are offensive,['who are offensive'],['P_bevb_x'],473,[0.14],[0.56]
3127.15,3127,15,41,Privacy,is there for a reason. ,['is there for a reason'],['P_bevb_x'],474,[0.14],[0.56]
3127.29,3127,29,29,If my mother,"was a different lady, I would not be who I am. ","['was a different lady', 'I would not be', 'who I am']","['P_bevb_x', 'P_bevb_x', 'P_bevb_x']",475,"[0.14, 0.22, 0.22]","[0.56, 0.88, 0.88]"
3133.01,3133,1,1,Raising a family,"is not something I have done, but it would be a deep and powerful experience. Owning the compassion and responsibility to a spouse and children. The integrity of holding space through all the highs and lows.","['is not something but', 'I have done', 'it would be a deep and powerful experience', 'Owning the compassion and responsibility to a spouse and children', 'holding space']","['P_bevb_x', 'P_bevb_x', 'P_bevb_x', 'A_def', 'A_def']",476,"[0.14, 0.22, 0.25, 0.25, 0.25]","[0.56, 0.88, 1.0, 1.0, 1.0]"
3133.34,3133,34,47,Technology,"grants one the opportunity to experience so many different view points, cultures and ideas. Different levels of technology created books, travel, the internet. All ways of learning, opening to new experiences, expanding out of one's narrow focus.","['grants one the opportunity', 'to experience cultures and ideas Different levels of technology', 'so many different view points', 'created books travel the internet', 'learning opening to new experiences', 'expanding out of one s narrow focus']","['A_def', 'A_def', 'A_def', 'A_def', 'A_def', 'A_pron_x']",477,"[0.14, 0.25, 0.14, 0.25, 0.25, 0.25]","[0.56, 1.0, 0.56, 1.0, 1.0, 1.0]"
3134.09,3134,9,9,Education,"comes in many different forms. My own learnings have arisen from both structured and unplanned moments of just living. My awareness and attention to these moments is one of my favorite ways to say I ""love you"" to myself.","['comes in many different forms', 'My own learnings have arisen from both structured and unplanned moments of', 'just living My awareness and attention to these moments', 'is one of my favorite ways', 'to say', 'I love you to myself']","['A_def', 'A_pron_x', 'A_pron_x', 'A_pron_x', 'A_def', 'A_def']",478,"[0.25, 0.25, 0.14, 0.14, 0, 0.22]","[1.0, 1.0, 0.56, 0.56, 0.0, 0.88]"
3137.26,3137,26,26,When I get mad,i lash out in a controlled way but then eventually see reason/both side,"['i lash out in a controlled way but', 'then eventually see reason both side']","['A_def', 'A_def']",479,"[0.25, 0.14]","[1.0, 0.56]"
3138.35,3138,35,35,My conscience bothers me if,unfair,['unfair'],['Undefined'],480,[0.14],[0.56]
3140.3,3140,30,30,If I were in charge,"I would surround myself in confident, capable people who will support my direction of travel ","['I would surround myself in confident capable people', 'who will support my direction of travel']","['P_bevb_x', 'A_pron_x']",481,"[0.25, 0.25]","[1.0, 1.0]"
3144.24,3144,24,24,If I had more money,I would spend more money ,['I would spend more money'],['P_bevb_x'],482,[0.22],[0.88]
3145.08,3145,8,8,What gets me into trouble is,"Fear. That's the first thing to come to mind. When faced with a potential conflict, I will either fight or freeze, and each of these get me into trouble. I also think I lack a certain emotional intelligence in real time, so I don't realize that I should employ skillful means to communicate my vision or position. Instead I just foolishly move forward in a politically unwise fashion.","['Fear', 'That s the first thing', 'to come to mind', 'When faced with a potential conflict', 'I will either fight or freeze and', 'each of these get me into trouble', 'I also think', 'I lack a certain emotional intelligence in real time', 'so I don t realize', 'that I should employ skillful means', 'to communicate my vision or position', 'Instead I just foolishly move forward in a politically unwise fashion']","['Undefined', 'A_def', 'A_def', 'A_def', 'P_bevb_x', 'A_def', 'A_def', 'A_def', 'P_bevb_x', 'P_bevb_x', 'A_pron_x', 'A_def']",483,"[0.12, 0.14, 0.25, 0.25, 0.22, 0.25, 0.22, 0.25, 0.22, 0.22, 0.25, 0.25]","[0.48, 0.56, 1.0, 1.0, 0.88, 1.0, 0.88, 1.0, 0.88, 0.88, 1.0, 1.0]"
3146.03,3146,3,3,Change is,"the shittiest fucking thing ever; I so wish reality was completely static sometimes... at least, so says some part of me, at least right now - the thirst for permanence comes in waves, and it's pretty strong in me today... did I mention I'm wrestling with a couple of big and difficult life changes at the moment?  :-)  This is not representative of how I usually respond to this stem or talk about change, it's just what I'm present to at the moment...","['the shittiest fucking thing ever', 'I so wish', 'reality was completely static sometimes', 'at least so says some part of me', 'at least right now the thirst for permanence comes in waves', 'and it s pretty strong in me today', 'did I mention', 'I m', 'wrestling with a couple of big and difficult life changes at the moment', 'This is not representative of', 'how I usually respond to this stem or', 'talk about change', 'it s just', 'what I m present to at the moment']","['Undefined', 'A_def', 'P_bevb_x', 'A_def', 'A_def', 'P_get_x', 'P_bevb_x', 'A_def', 'A_def', 'P_bevb_x', 'A_def', 'A_def', 'A_def', 'P_get_x']",484,"[0.25, 0.22, 0.25, 0.12, 0.25, 0.14, 0.22, 0.22, 0.25, 0.14, 0.22, 0.25, 0.12, 0.22]","[1.0, 0.88, 1.0, 0.48, 1.0, 0.56, 0.88, 0.88, 1.0, 0.56, 0.88, 1.0, 0.48, 0.88]"
3146.04,3146,4,68,These days progress means,letting go while driving forward; finding control in surrender; enjoying connection in autonomy; and playing with too many other polarities and paradoxes to count...,"['letting go', 'letting go', 'while driving forward finding control in surrender', 'enjoying connection in autonomy and', 'playing with too many other polarities and paradoxes', 'to count']","['A_def', 'A_def', 'A_def', 'A_def', 'A_def', 'A_def']",485,"[0.14, 0.14, 0.25, 0.25, 0.14, 0.25]","[0.56, 0.56, 1.0, 1.0, 0.56, 1.0]"
3146.29,3146,29,29,If my mother,"dies tomorrow, I see how her impact has forever changed the world and will continue to, rippling through time and every system she's touched and every one they touch and will ever touch, and the thing that gets me the most sad is just that no one else will see that impact like I do, and see the unique threads she's weaved in the tapestry of time.","['dies tomorrow', 'I see', 'how her impact has forever changed the world and', 'will continue to rippling through time and every system and every one', 'she s touched', 'they touch and', 'will ever touch and', 'that gets me the most sad', 'the thing is', 'just that no one else will see that impact and', 'like I do', 'see the unique threads', 'she s weaved in the tapestry of time']","['A_def', 'A_def', 'A_pron_x', 'P_bevb_x', 'A_def', 'A_def', 'P_bevb_x', 'P_get_x', 'P_bevb_x', 'P_bevb_x', 'P_bevb_x', 'A_def', 'A_def']",486,"[0.12, 0.22, 0.25, 0.25, 0.25, 0.25, 0.25, 0.14, 0.14, 0.25, 0.22, 0.14, 0.14]","[0.48, 0.88, 1.0, 1.0, 1.0, 1.0, 1.0, 0.56, 0.56, 1.0, 0.88, 0.56, 0.56]"
3151.01,3151,1,1,Raising a family,"is love swimming in all of creation, a living documentary of evolution cascading through consciousness, seemingly an isolated group expressing that from which it came which is at One with the kosmos.","['is', 'love swimming in all of creation a living documentary of an isolated group', 'evolution cascading through consciousness seemingly', 'expressing that', 'from which it came', 'which is at One with the kosmos']","['P_bevb_x', 'A_def', 'A_def', 'A_def', 'A_def', 'P_bevb_x']",487,"[0, 0.25, 0.25, 0.14, 0.25, 0.25]","[0.0, 1.0, 1.0, 0.56, 1.0, 1.0]"
3151.04,3151,4,37,"These days, work","is a manifestation stuck in universal consciousness, a loving act of creation, also a death of a thousand days, stardust twinkling in eternity.","['a manifestation a loving act of creation also a death of a thousand days stardust twinkling in eternity', 'stuck in universal consciousness']","['A_def', 'A_def']",488,"[0.25, 0.25]","[1.0, 1.0]"
3151.05,3151,5,5,Being with other people,"is a swirl of subtle exchanges, inevitably reaching for its original ground of unity, tripping over itself, reaching in the dark of unawareness for something it already is - at One with All and the cascade of universal creation.","['is a swirl of subtle exchanges', 'inevitably reaching for its original ground of unity', 'tripping over itself', 'reaching in the dark of unawareness for something', 'it already is at One with All and the cascade of universal creation']","['P_bevb_x', 'A_pron_x', 'A_def', 'A_def', 'P_bevb_x']",489,"[0.25, 0.25, 0.14, 0.25, 0.25]","[1.0, 1.0, 0.56, 1.0, 1.0]"
3151.06,3151,6,6,The thing I like about myself is,is that I am eternal infinite stardust meeting universal consciousness forming as a tiny speck in 'reality' being and manifesting on behalf of 'forever'.....and I can do some things competently whislt I am here.,"['is', 'that I am', 'eternal infinite stardust meeting', 'universal consciousness forming as a tiny speck in reality', 'being and', 'manifesting on behalf of forever', 'and I can do some things competently whislt', 'I am here']","['P_bevb_x', 'P_bevb_x', 'A_def', 'A_def', 'P_bevb_x', 'A_def', 'P_bevb_x', 'P_bevb_x']",490,"[0, 0.22, 0.14, 0.25, 0.14, 0.14, 0.25, 0.22]","[0.0, 0.88, 0.56, 1.0, 0.56, 0.56, 1.0, 0.88]"
3151.08,3151,8,8,What gets me into trouble is,Falling from eternity and spaciousness into contraction and then forgetting that this is also eternity manifesting sometimes as frustration and judgement.,"['Falling from eternity and spaciousness into contraction and', 'then forgetting', 'that this is also', 'eternity manifesting sometimes as frustration and judgement']","['A_def', 'A_def', 'P_bevb_x', 'A_def']",491,"[0.25, 0.14, 0.14, 0.14]","[1.0, 0.56, 0.56, 0.56]"
3151.09,3151,9,9,Education,"is selfing and then un-selfing into unity and spaciousness, adrift with all matter and creation. ",[],[],492,[],[]
3151.1,3151,10,10,When people are helpless,"I cry for them and the helplessness I am. Helplessness and crying is the universe seeing itself as One, holding a mirror to itself so as to unlock and unfold its next creation.","['I cry for them and the helplessness', 'I am Helplessness and crying', 'is the universe seeing itself as', 'One holding a mirror to itself', 'so as to unlock and', 'unfold its next creation']","['A_def', 'P_bevb_x', 'P_bevb_x', 'A_def', 'A_def', 'A_pron_x']",493,"[0.25, 0.25, 0.14, 0.14, 0.25, 0.25]","[1.0, 1.0, 0.56, 0.56, 1.0, 1.0]"
3151.11,3151,11,39,What I like to do best is,"The universe 'does me' as it sweetly caresses 'me' into existence. This kosmic dot, this 'me' is also that which is creating the 'me'. The roll of the kosmic dice opens to all of existence and creation, human and nonhuman, subtle, concrete and causal, and 'does' John, a farmer of consciousness, that is what I like to do best - 'farming consciousness' :)","['The universe does me', 'as it sweetly caresses me into existence', 'me is also that', 'which is creating the me', 'The roll of the kosmic dice opens to all of existence and creation human and nonhuman subtle concrete and causal and', 'does John a farmer of consciousness', 'that is', 'I like what to do best farming consciousness']","['P_bevb_x', 'A_def', 'P_bevb_x', 'P_bevb_x', 'A_def', 'P_bevb_x', 'P_bevb_x', 'P_bevb_x']",494,"[0.14, 0.25, 0.14, 0.25, 0.25, 0.25, 0.14, 0.25]","[0.56, 1.0, 0.56, 1.0, 1.0, 1.0, 0.56, 1.0]"
3151.26,3151,26,26,When I get mad,"I allow the feeling to 'be' as energy as consciousness. ""I"" sometimes worry that my anger ripples in the pond of consciousness as unnecessary or harmful, it rankles my cells (my body, mind, spirit) and life force. I inquire, I allow, and it disappears into the space and consciousness from which it appeared.","['I allow', 'the feeling to be as energy as consciousness', 'I sometimes worry', 'my anger ripples in the pond of consciousness as unnecessary or harmful', 'that it rankles my cells my body mind spirit and life force', 'I inquire', 'I allow', 'and it disappears into the space and consciousness', 'from which it appeared']","['A_def', 'P_bevb_x', 'A_def', 'A_pron_x', 'A_pron_x', 'A_def', 'A_def', 'A_def', 'A_def']",495,"[0.22, 0.25, 0.22, 0.25, 0.25, 0.22, 0.22, 0.25, 0.25]","[0.88, 1.0, 0.88, 1.0, 1.0, 0.88, 0.88, 1.0, 1.0]"
3151.36,3151,36,48,Sometimes I wish that,"We all stopped, fell into silent spaciousness, reminded ourselves that we are but a wave in the universal cascade of creation from matter to mind to consciousness to all of life, opened our minds and hearts and embraced it all as One as it has already embraced us.","['We all stopped fell into silent spaciousness', 'reminded ourselves', 'that we are but', 'a wave in the universal cascade of creation from matter to mind to consciousness to all of life opened our minds and hearts and', 'embraced it all as One', 'as it has already embraced us']","['A_def', 'A_def', 'P_bevb_x', 'A_pron_x', 'A_def', 'P_bevb_x']",496,"[0.25, 0.14, 0.14, 0.25, 0.25, 0.25]","[1.0, 0.56, 0.56, 1.0, 1.0, 1.0]"
3158.02,3158,2,2,When I am criticized,"I realise that my being or expression, my construction of reality has clashed with that of another, having potentially caused offence or disagreement. My somatic responses at times remind me of my shadows and woundedness triggering reactivity whereas my awareness of that senses into the transcending truth that holds mine and that of the person criticising me.","['I realise', 'that my being or expression my construction of reality has clashed with that of another', 'having potentially caused offence or disagreement', 'My somatic responses at times remind me of my shadows and woundedness triggering reactivity whereas my awareness of and that of the person', 'that senses into the transcending truth', 'that holds mine', 'criticising me']","['A_def', 'A_pron_x', 'P_bevb_x', 'A_pron_x', 'A_def', 'A_def', 'A_def']",497,"[0.22, 0.25, 0.25, 0.25, 0.25, 0.14, 0.25]","[0.88, 1.0, 1.0, 1.0, 1.0, 0.56, 1.0]"
3158.05,3158,5,5,Being with other people,"can be an isolating or a hugely enriching experience, the latter when each otherâ€™s presence liberates emergent thoughts or self expressions bringing forth a collective that is more than the sum of its parts","['can be an isolating or a hugely enriching experience the latter', 'when each other s presence liberates emergent thoughts or self expressions', 'bringing forth a collective', 'that is more than the sum of its parts']","['P_bevb_x', 'A_pron_x', 'A_def', 'A_pron_x']",498,"[0.25, 0.25, 0.25, 0.14]","[1.0, 1.0, 1.0, 0.56]"
3160.03,3160,3,3,Change is,"the flow, natural, ever-present at one level of another, in spite of concrete appearances or subtle pressures to conform. As contexts morph into each other, structure and meaning changes. What does not change is the nature of flow. content always changes. essence less so.","['the flow natural ever present at one level of another in spite of concrete appearances or subtle pressures', 'to conform', 'As contexts morph into each other structure and meaning changes', 'What does not change', 'is', 'the nature of flow content always changes essence less so']","['Undefined', 'A_def', 'A_def', 'P_bevb_x', 'P_bevb_x', 'A_def']",499,"[0.25, 0.25, 0.25, 0.25, 0, 0.25]","[1.0, 1.0, 1.0, 1.0, 0.0, 1.0]"
3165.03,3165,3,3,Change is,inevitable. ,['inevitable'],['Undefined'],500,[0.14],[0.56]
3165.17,3165,17,17,When they avoided me,I was curious as to the reason but didn't take it that seriously. ,"['I was curious as to the reason but', 'didn t take it that seriously']","['P_bevb_x', 'P_bevb_x']",501,"[0.25, 0.14]","[1.0, 0.56]"
3166.23,3166,23,23,I am,happy,['happy'],['Undefined'],502,[0.14],[0.56]
3166.36,3166,36,48,Sometimes I wish that,My family was closer and that I was mre financially well off...,"['My family was closer and', 'that I was mre financially well off']","['A_pron_x', 'P_bevb_x']",503,"[0.25, 0.25]","[1.0, 1.0]"
3174.27,3174,27,45,People who step out of line,People who step out of line are interesting.,"['People', 'who step out of line', 'are interesting']","['Undefined', 'A_def', 'P_bevb_x']",504,"[0.11, 0.14, 0.14]","[0.44, 0.56, 0.56]"
3174.33,3174,33,33,When I am nervous,"When I am nervous, I drink a lot of water. If always helps. :-)","['When I am nervous', 'I drink a lot of water', 'If always helps']","['P_bevb_x', 'A_def', 'A_def']",505,"[0.22, 0.22, 0.22]","[0.88, 0.88, 0.88]"
3181.03,3181,3,3,Change is,"a pale reflection of the eternal, infinite streaming of densely packed consciousness unfolding in the streams of the universal realm, like a lobster cracking its shell or a star bursting out of its accretion field. It is but a moment, a fragment, an aspect of the becoming in this dramatic dance that is just life. ","['a pale reflection of the eternal infinite streaming of consciousness a star', 'densely packed', 'unfolding in the streams of the universal realm like a lobster', 'cracking its shell or', 'bursting out of its accretion field', 'It is but a moment a fragment an aspect of', 'the becoming in this dramatic dance', 'that is just life']","['Undefined', 'A_def', 'A_def', 'A_pron_x', 'A_pron_x', 'P_bevb_x', 'A_def', 'P_bevb_x']",506,"[0.25, 0.25, 0.14, 0.25, 0.25, 0.25, 0.25, 0.14]","[1.0, 1.0, 0.56, 1.0, 1.0, 1.0, 1.0, 0.56]"
